Sofascore_Name,id,minutes,SoT,Shots,Tackles,fouls_commited,fouls_received,Goals,xG,Assists,xA,round,Match
Alfie Gilchrist,1114837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Sheffield United - Chelsea
Raheem Sterling,138534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Sheffield United - Chelsea
Deivid Washington,1485371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Sheffield United - Chelsea
Guglielmo Vicario,553606,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Tottenham Hotspur - Nottingham Forest
Pedro Porro,913654,90.0,1.0,1.0,2.0,1.0,0.0,1.0,0.113,0.0,0.0597975,32,Tottenham Hotspur - Nottingham Forest
Cristian Romero,829932,90.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0221907,32,Tottenham Hotspur - Nottingham Forest
Micky van de Ven,998247,90.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0529,0.0,0.0185368,32,Tottenham Hotspur - Nottingham Forest
Destiny Udogie,983572,90.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0822697,32,Tottenham Hotspur - Nottingham Forest
Yves Bissouma,844842,45.0,1.0,4.0,3.0,1.0,0.0,0.0,0.1244,0.0,0.0322098,32,Tottenham Hotspur - Nottingham Forest
Pape Matar Sarr,1002711,45.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0159084,32,Tottenham Hotspur - Nottingham Forest
Brennan Johnson,1085180,89.0,1.0,2.0,2.0,1.0,0.0,0.0,0.8425,0.0,0.146089,32,Tottenham Hotspur - Nottingham Forest
James Maddison,356398,76.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0856,0.0,0.186918,32,Tottenham Hotspur - Nottingham Forest
Timo Werner,232306,76.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0237,0.0,0.716483,32,Tottenham Hotspur - Nottingham Forest
Heung-min Son,111505,90.0,1.0,2.0,0.0,0.0,0.0,0.0,0.1627,1.0,0.223288,32,Tottenham Hotspur - Nottingham Forest
Rodrigo Bentancur,791190,45.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0418529,32,Tottenham Hotspur - Nottingham Forest
Pierre-Emile Højbjerg,149593,45.0,2.0,3.0,0.0,1.0,1.0,0.0,0.115,0.0,0.0174598,32,Tottenham Hotspur - Nottingham Forest
Giovani Lo Celso,798835,14.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0341,0.0,0.00848617,32,Tottenham Hotspur - Nottingham Forest
Dejan Kulusevski,928124,14.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00541214,32,Tottenham Hotspur - Nottingham Forest
Dane Scarlett,998772,8.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,32,Tottenham Hotspur - Nottingham Forest
Brandon Austin,859896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Tottenham Hotspur - Nottingham Forest
Emerson Royal,856123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Tottenham Hotspur - Nottingham Forest
Ben Davies,94758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Tottenham Hotspur - Nottingham Forest
Radu Drăguşin,997103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Tottenham Hotspur - Nottingham Forest
Matz Sels,78152,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Tottenham Hotspur - Nottingham Forest
Neco Williams,927356,87.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0141,0.0,0.0173148,32,Tottenham Hotspur - Nottingham Forest
Andrew Omobamidele,983066,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,32,Tottenham Hotspur - Nottingham Forest
Murillo,1199282,90.0,0.0,1.0,1.0,1.0,0.0,0.0,0.056,0.0,0.0083493,32,Tottenham Hotspur - Nottingham Forest
Ola Aina,800417,90.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0640539,32,Tottenham Hotspur - Nottingham Forest
Ryan Yates,846252,81.0,1.0,1.0,2.0,5.0,0.0,0.0,0.1452,0.0,0.00705193,32,Tottenham Hotspur - Nottingham Forest
Danilo,1064039,81.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.00569293,32,Tottenham Hotspur - Nottingham Forest
Anthony Elanga,979232,90.0,1.0,1.0,0.0,0.0,2.0,0.0,0.082,1.0,0.138026,32,Tottenham Hotspur - Nottingham Forest
Morgan Gibbs-White,865912,68.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0414,0.0,0.0217318,32,Tottenham Hotspur - Nottingham Forest
Callum Hudson-Odoi,867442,90.0,1.0,3.0,0.0,0.0,1.0,0.0,0.1296,0.0,0.0216645,32,Tottenham Hotspur - Nottingham Forest
Chris Wood,50480,68.0,2.0,3.0,0.0,1.0,0.0,1.0,1.1056,0.0,0.0,32,Tottenham Hotspur - Nottingham Forest
Nicolás Domínguez,871765,22.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0632,0.0,0.005023,32,Tottenham Hotspur - Nottingham Forest
Divock Origi,190399,22.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0195,0.0,0.0,32,Tottenham Hotspur - Nottingham Forest
Ibrahim Sangaré,843754,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Tottenham Hotspur - Nottingham Forest
Giovanni Reyna,989056,9.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.00500334,32,Tottenham Hotspur - Nottingham Forest
Gonzalo Montiel,822933,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Tottenham Hotspur - Nottingham Forest
Matt Turner,833943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Tottenham Hotspur - Nottingham Forest
Moussa Niakhaté,758168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Tottenham Hotspur - Nottingham Forest
Harry Toffolo,358218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Tottenham Hotspur - Nottingham Forest
Rodrigo Ribeiro,1215904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Tottenham Hotspur - Nottingham Forest
Martin Dúbravka,42209,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Newcastle United - Tottenham Hotspur
Jacob Murphy,372336,78.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.035343,33,Newcastle United - Tottenham Hotspur
Emil Krafth,150396,90.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0206,0.0,0.0512433,33,Newcastle United - Tottenham Hotspur
Fabian Schär,101882,89.0,1.0,1.0,2.0,4.0,0.0,1.0,0.0503,0.0,0.0663757,33,Newcastle United - Tottenham Hotspur
Dan Burn,99090,90.0,0.0,1.0,0.0,2.0,0.0,0.0,0.1302,0.0,0.00607016,33,Newcastle United - Tottenham Hotspur
Sean Longstaff,866191,90.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.00599538,33,Newcastle United - Tottenham Hotspur
Bruno Guimarães,866469,89.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0,0.194746,33,Newcastle United - Tottenham Hotspur
Elliot Anderson,994546,89.0,1.0,5.0,1.0,2.0,2.0,0.0,0.4072,0.0,0.176386,33,Newcastle United - Tottenham Hotspur
Anthony Gordon,914902,90.0,1.0,2.0,1.0,1.0,2.0,1.0,0.6191,2.0,0.784181,33,Newcastle United - Tottenham Hotspur
Alexander Isak,823941,90.0,2.0,6.0,0.0,1.0,1.0,2.0,1.5117,0.0,0.0161732,33,Newcastle United - Tottenham Hotspur
Harvey Barnes,855647,88.0,0.0,2.0,0.0,0.0,3.0,0.0,0.1426,0.0,0.191175,33,Newcastle United - Tottenham Hotspur
Valentino Livramento,980634,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Newcastle United - Tottenham Hotspur
Lewis Hall,1136730,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Newcastle United - Tottenham Hotspur
Matt Ritchie,42699,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Newcastle United - Tottenham Hotspur
Paul Dummett,185995,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Newcastle United - Tottenham Hotspur
Joe White,994550,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Newcastle United - Tottenham Hotspur
Mark Gillespie,108508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Newcastle United - Tottenham Hotspur
Loris Karius,174135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Newcastle United - Tottenham Hotspur
Alex Murphy,1125214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Newcastle United - Tottenham Hotspur
Ben Parkinson,1409087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Newcastle United - Tottenham Hotspur
Guglielmo Vicario,553606,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33,Newcastle United - Tottenham Hotspur
Pedro Porro,913654,49.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.00602443,33,Newcastle United - Tottenham Hotspur
Cristian Romero,829932,90.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.231575,33,Newcastle United - Tottenham Hotspur
Micky van de Ven,998247,90.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.00564781,33,Newcastle United - Tottenham Hotspur
Destiny Udogie,983572,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0319997,33,Newcastle United - Tottenham Hotspur
Yves Bissouma,844842,57.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0115302,33,Newcastle United - Tottenham Hotspur
Rodrigo Bentancur,791190,57.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0977,0.0,0.0271106,33,Newcastle United - Tottenham Hotspur
Brennan Johnson,1085180,90.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0251,0.0,0.110671,33,Newcastle United - Tottenham Hotspur
James Maddison,356398,81.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0681,0.0,0.259926,33,Newcastle United - Tottenham Hotspur
Timo Werner,232306,90.0,1.0,4.0,0.0,0.0,0.0,0.0,0.492,0.0,0.0317604,33,Newcastle United - Tottenham Hotspur
Heung-min Son,111505,58.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0243347,33,Newcastle United - Tottenham Hotspur
Emerson Royal,856123,41.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0621451,33,Newcastle United - Tottenham Hotspur
Pape Matar Sarr,1002711,33.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0271563,33,Newcastle United - Tottenham Hotspur
Pierre-Emile Højbjerg,149593,33.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0343,0.0,0.0621938,33,Newcastle United - Tottenham Hotspur
Dejan Kulusevski,928124,32.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0552,0.0,0.0335341,33,Newcastle United - Tottenham Hotspur
Giovani Lo Celso,798835,9.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.016068,33,Newcastle United - Tottenham Hotspur
Brandon Austin,859896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Newcastle United - Tottenham Hotspur
Ben Davies,94758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Newcastle United - Tottenham Hotspur
Radu Drăguşin,997103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Newcastle United - Tottenham Hotspur
Bryan Gil,910026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Newcastle United - Tottenham Hotspur
Mark Flekken,171919,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Brentford - Sheffield United
Mads Roerslev,826057,90.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0906809,33,Brentford - Sheffield United
Zanka,26404,90.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,33,Brentford - Sheffield United
Nathan Collins,958916,90.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.00501635,33,Brentford - Sheffield United
Sergio Reguilón,858195,90.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0812,0.0,0.140551,33,Brentford - Sheffield United
Mikkel Damsgaard,907072,79.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0443,0.0,0.0135351,33,Brentford - Sheffield United
Vitaly Janelt,814873,90.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0435,0.0,0.0119234,33,Brentford - Sheffield United
Mathias Jensen,799251,89.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0166,0.0,0.136846,33,Brentford - Sheffield United
Bryan Mbeumo,927083,89.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.237483,33,Brentford - Sheffield United
Neal Maupay,268903,79.0,0.0,1.0,0.0,1.0,0.0,0.0,0.4101,0.0,0.0743657,33,Brentford - Sheffield United
Yoane Wissa,805123,89.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0663,0.0,0.00910129,33,Brentford - Sheffield United
Yehor Yarmoliuk,1031258,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0366,0.0,0.0,33,Brentford - Sheffield United
Keane Lewis-Potter,972421,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0347,0.0,0.00608402,33,Brentford - Sheffield United
Ethan Pinnock,855864,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Brentford - Sheffield United
Frank Onyeka,885864,9.0,1.0,1.0,0.0,0.0,0.0,1.0,0.2865,0.0,0.0,33,Brentford - Sheffield United
Kevin Schade,1006387,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.348477,33,Brentford - Sheffield United
Thomas Strakosha,227212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Brentford - Sheffield United
Saman Ghoddos,548050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Brentford - Sheffield United
Shandon Baptiste,892111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Brentford - Sheffield United
Ivan Toney,290927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Brentford - Sheffield United
Ivo Grbić,283847,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Brentford - Sheffield United
Mason Holgate,781544,89.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0464835,33,Brentford - Sheffield United
Anel Ahmedhodžić,825899,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0376869,33,Brentford - Sheffield United
Auston Trusty,822459,90.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0518508,33,Brentford - Sheffield United
Jayden Bogle,929132,76.0,1.0,2.0,0.0,0.0,2.0,0.0,0.1606,0.0,0.0,33,Brentford - Sheffield United
Gustavo Hamer,837495,90.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.055794,33,Brentford - Sheffield United
Oliver Arblaster,1191153,90.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0154839,33,Brentford - Sheffield United
Ben Osborn,282665,90.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0146,0.0,0.203889,33,Brentford - Sheffield United
Yasser Larouci,927360,57.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0373,0.0,0.00783831,33,Brentford - Sheffield United
Ben Brereton Díaz,867583,90.0,1.0,2.0,0.0,1.0,0.0,0.0,0.4643,0.0,0.0658204,33,Brentford - Sheffield United
Oliver McBurnie,367228,90.0,0.0,1.0,1.0,0.0,2.0,0.0,0.05,0.0,0.256274,33,Brentford - Sheffield United
James McAtee,1003334,33.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00733451,33,Brentford - Sheffield United
Cameron Archer,993451,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1129,0.0,0.00725988,33,Brentford - Sheffield United
Anis Ben Slimane,1006147,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Brentford - Sheffield United
Wesley Foderingham,187861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Brentford - Sheffield United
Sam Curtis,1133697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Brentford - Sheffield United
Oliver Norwood,100637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Brentford - Sheffield United
Andre Brooks,1396445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Brentford - Sheffield United
Vinícius Souza,979290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Brentford - Sheffield United
William Osula,1122603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Brentford - Sheffield United
Matz Sels,78152,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Nottingham Forest - Wolverhampton
Neco Williams,927356,90.0,1.0,3.0,3.0,2.0,1.0,0.0,0.2411,0.0,0.0373824,33,Nottingham Forest - Wolverhampton
Andrew Omobamidele,983066,90.0,0.0,1.0,0.0,0.0,2.0,0.0,0.1365,0.0,0.00804055,33,Nottingham Forest - Wolverhampton
Murillo,1199282,90.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.022233,33,Nottingham Forest - Wolverhampton
Ola Aina,800417,89.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0561446,33,Nottingham Forest - Wolverhampton
Ryan Yates,846252,66.0,1.0,3.0,0.0,1.0,2.0,0.0,0.0716,0.0,0.00598148,33,Nottingham Forest - Wolverhampton
Danilo,1064039,89.0,3.0,3.0,1.0,0.0,2.0,1.0,0.8569,0.0,0.056295,33,Nottingham Forest - Wolverhampton
Giovanni Reyna,989056,71.0,1.0,3.0,1.0,0.0,1.0,0.0,0.1599,1.0,0.210344,33,Nottingham Forest - Wolverhampton
Morgan Gibbs-White,865912,90.0,1.0,1.0,2.0,1.0,2.0,1.0,0.1134,0.0,0.270543,33,Nottingham Forest - Wolverhampton
Callum Hudson-Odoi,867442,90.0,2.0,3.0,1.0,2.0,0.0,0.0,0.3188,0.0,0.1006,33,Nottingham Forest - Wolverhampton
Chris Wood,50480,90.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0148981,33,Nottingham Forest - Wolverhampton
Nicolás Domínguez,871765,24.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0242,0.0,0.00815575,33,Nottingham Forest - Wolverhampton
Divock Origi,190399,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Nottingham Forest - Wolverhampton
Nuno Tavares,944973,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Nottingham Forest - Wolverhampton
Rodrigo Ribeiro,1215904,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33,Nottingham Forest - Wolverhampton
Matt Turner,833943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Nottingham Forest - Wolverhampton
Gonzalo Montiel,822933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Nottingham Forest - Wolverhampton
Harry Toffolo,358218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Nottingham Forest - Wolverhampton
Moussa Niakhaté,758168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Nottingham Forest - Wolverhampton
Ibrahim Sangaré,843754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Nottingham Forest - Wolverhampton
José Sá,252669,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33,Nottingham Forest - Wolverhampton
Santiago Bueno,846308,90.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,33,Nottingham Forest - Wolverhampton
Max Kilman,894474,90.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0176,0.0,0.0,33,Nottingham Forest - Wolverhampton
Toti Gomes,973418,90.0,1.0,1.0,0.0,0.0,1.0,0.0,0.2311,0.0,0.0,33,Nottingham Forest - Wolverhampton
Nélson Semedo,252821,88.0,0.0,1.0,0.0,1.0,3.0,0.0,0.0132,0.0,0.0191736,33,Nottingham Forest - Wolverhampton
Tommy Doyle,932628,90.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0358,0.0,0.0186782,33,Nottingham Forest - Wolverhampton
Mario Lemina,307284,90.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.00783983,33,Nottingham Forest - Wolverhampton
Matt Doherty,143047,59.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0172119,33,Nottingham Forest - Wolverhampton
João Gomes,1015267,59.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0817,0.0,0.0076051,33,Nottingham Forest - Wolverhampton
Pablo Sarabia,138573,88.0,0.0,1.0,0.0,1.0,1.0,0.0,0.1605,0.0,0.128187,33,Nottingham Forest - Wolverhampton
Matheus Cunha,886363,76.0,2.0,3.0,0.0,0.0,4.0,2.0,0.5326,0.0,0.0272928,33,Nottingham Forest - Wolverhampton
Hugo Bueno,1013928,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Nottingham Forest - Wolverhampton
Hee-Chan Hwang,786186,31.0,0.0,1.0,0.0,0.0,2.0,0.0,0.1362,0.0,0.0,33,Nottingham Forest - Wolverhampton
Boubacar Traoré,982613,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Nottingham Forest - Wolverhampton
Tawanda Chirewa,1005725,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Nottingham Forest - Wolverhampton
Nathan Fraser,1166679,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,33,Nottingham Forest - Wolverhampton
Daniel Bentley,101367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Nottingham Forest - Wolverhampton
Tom King,603922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Nottingham Forest - Wolverhampton
Craig Dawson,50027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Nottingham Forest - Wolverhampton
Ty Barnett,1136404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Nottingham Forest - Wolverhampton
Arijanet Murić,888971,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Burnley - Brighton & Hove Albion
Lorenz Assignon,1009334,90.0,0.0,1.0,4.0,5.0,2.0,0.0,0.029,0.0,0.352259,33,Burnley - Brighton & Hove Albion
Hjalmar Ekdal,875360,67.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,33,Burnley - Brighton & Hove Albion
Maxime Estève,1117223,90.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.00540282,33,Burnley - Brighton & Hove Albion
Vitinho,914477,45.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,33,Burnley - Brighton & Hove Albion
Lyle Foster,901907,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0958299,33,Burnley - Brighton & Hove Albion
Josh Cullen,792122,90.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0611,0.0,0.0369972,33,Burnley - Brighton & Hove Albion
Sander Berge,793167,90.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0467,0.0,0.0166934,33,Burnley - Brighton & Hove Albion
Jacob Bruun Larsen,809276,86.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4402,0.0,0.0670898,33,Burnley - Brighton & Hove Albion
Wilson Odobert,1142679,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0955,0.0,0.886872,33,Burnley - Brighton & Hove Albion
David Datro Fofana,1090458,62.0,0.0,2.0,2.0,2.0,0.0,0.0,0.7233,0.0,0.0140617,33,Burnley - Brighton & Hove Albion
Charlie Taylor,166381,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Burnley - Brighton & Hove Albion
Jay Rodriguez,26989,28.0,1.0,1.0,2.0,2.0,0.0,0.0,0.067,0.0,0.0,33,Burnley - Brighton & Hove Albion
Josh Brownhill,358394,23.0,2.0,2.0,4.0,2.0,0.0,1.0,0.249,0.0,0.0,33,Burnley - Brighton & Hove Albion
Mike Trésor,826183,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,33,Burnley - Brighton & Hove Albion
James Trafford,980643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Burnley - Brighton & Hove Albion
Jóhann Guðmundsson,49805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Burnley - Brighton & Hove Albion
Manuel Benson,552632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Burnley - Brighton & Hove Albion
Han-Noah Massengo,927340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Burnley - Brighton & Hove Albion
Zeki Amdouni,990550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Burnley - Brighton & Hove Albion
Bart Verbruggen,994363,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Burnley - Brighton & Hove Albion
Joël Veltman,219572,90.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.00582328,33,Burnley - Brighton & Hove Albion
Jan Paul van Hecke,962012,90.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.00753344,33,Burnley - Brighton & Hove Albion
Lewis Dunk,115365,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00681264,33,Burnley - Brighton & Hove Albion
Pervis Estupiñán,805465,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Burnley - Brighton & Hove Albion
Pascal Groß,48480,90.0,1.0,3.0,1.0,0.0,2.0,0.0,0.1054,0.0,0.24839,33,Burnley - Brighton & Hove Albion
Carlos Baleba,1199043,90.0,2.0,3.0,3.0,3.0,5.0,0.0,0.1066,0.0,0.0307829,33,Burnley - Brighton & Hove Albion
Simon Adingra,1110842,77.0,3.0,4.0,3.0,2.0,0.0,0.0,0.2324,0.0,0.147116,33,Burnley - Brighton & Hove Albion
Jakub Moder,886242,77.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0878,0.0,0.189006,33,Burnley - Brighton & Hove Albion
João Pedro,975079,89.0,0.0,6.0,2.0,1.0,7.0,0.0,0.2304,0.0,0.0355323,33,Burnley - Brighton & Hove Albion
