Sofascore_Name,id,minutes,SoT,Shots,Tackles,fouls_commited,fouls_received,Goals,xG,Assists,xA,round,Match
Kristoffer Ajer,576384,90.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0785058,26,West Ham United - Brentford
Ben Mee,137774,61.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26,West Ham United - Brentford
Keane Lewis-Potter,972421,90.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0322,1.0,0.259215,26,West Ham United - Brentford
Frank Onyeka,885864,74.0,1.0,1.0,6.0,2.0,0.0,0.0,0.104,0.0,0.0109598,26,West Ham United - Brentford
Christian Nørgaard,135256,90.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0769,0.0,0.0671613,26,West Ham United - Brentford
Mathias Jensen,799251,77.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0204,0.0,0.0240926,26,West Ham United - Brentford
Sergio Reguilón,858195,73.0,0.0,1.0,7.0,2.0,0.0,0.0,0.0355,0.0,0.113692,26,West Ham United - Brentford
Ivan Toney,290927,90.0,2.0,3.0,2.0,0.0,2.0,0.0,0.224,0.0,0.0987879,26,West Ham United - Brentford
Neal Maupay,268903,73.0,1.0,1.0,1.0,2.0,0.0,1.0,0.1234,0.0,0.0155509,26,West Ham United - Brentford
Nathan Collins,958916,29.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02615,26,West Ham United - Brentford
Mads Roerslev,826057,17.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0865,0.0,0.0486775,26,West Ham United - Brentford
Yoane Wissa,805123,17.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0756,0.0,0.00651538,26,West Ham United - Brentford
Vitaly Janelt,814873,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02719,26,West Ham United - Brentford
Mikkel Damsgaard,907072,13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0365,1.0,0.0540042,26,West Ham United - Brentford
Thomas Strakosha,227212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,West Ham United - Brentford
Yehor Yarmoliuk,1031258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,West Ham United - Brentford
Shandon Baptiste,892111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,West Ham United - Brentford
Saman Ghoddos,548050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,West Ham United - Brentford
Bernd Leno,103335,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Fulham - Brighton & Hove Albion
Timothy Castagne,329417,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0144098,27,Fulham - Brighton & Hove Albion
Tosin Adarabioyo,352668,90.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0318,0.0,0.0,27,Fulham - Brighton & Hove Albion
Calvin Bassey,861972,90.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,27,Fulham - Brighton & Hove Albion
Antonee Robinson,803174,90.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,27,Fulham - Brighton & Hove Albion
Harrison Reed,365802,90.0,1.0,1.0,3.0,2.0,3.0,0.0,0.0719,0.0,0.0217097,27,Fulham - Brighton & Hove Albion
Saša Lukić,371222,88.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.00948898,27,Fulham - Brighton & Hove Albion
Harry Wilson,355528,84.0,1.0,4.0,1.0,2.0,2.0,1.0,0.3957,1.0,0.0927965,27,Fulham - Brighton & Hove Albion
Andreas Pereira,285949,69.0,1.0,3.0,1.0,1.0,0.0,0.0,0.2111,0.0,0.0344913,27,Fulham - Brighton & Hove Albion
Alex Iwobi,352770,69.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0889636,27,Fulham - Brighton & Hove Albion
Rodrigo Muniz,1015256,84.0,1.0,2.0,1.0,3.0,2.0,1.0,0.1402,1.0,0.200464,27,Fulham - Brighton & Hove Albion
Willian,31417,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Fulham - Brighton & Hove Albion
Tom Cairney,82566,21.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,27,Fulham - Brighton & Hove Albion
Armando Broja,996985,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Fulham - Brighton & Hove Albion
Adama Traoré,286165,11.0,1.0,1.0,1.0,0.0,0.0,1.0,0.4451,0.0,0.0,27,Fulham - Brighton & Hove Albion
Bobby Decordova-Reid,151499,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.00791395,27,Fulham - Brighton & Hove Albion
Marek Rodák,358694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Fulham - Brighton & Hove Albion
Tim Ream,118179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Fulham - Brighton & Hove Albion
Kenny Tete,190877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Fulham - Brighton & Hove Albion
Fodé Ballo-Touré,788170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Fulham - Brighton & Hove Albion
Jason Steele,31867,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Fulham - Brighton & Hove Albion
Joël Veltman,219572,90.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.152845,27,Fulham - Brighton & Hove Albion
Lewis Dunk,115365,59.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0256,0.0,0.0145489,27,Fulham - Brighton & Hove Albion
Adam Webster,216308,90.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0429,0.0,0.0741939,27,Fulham - Brighton & Hove Albion
Tariq Lamptey,914691,45.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0584303,27,Fulham - Brighton & Hove Albion
Carlos Baleba,1199043,78.0,0.0,2.0,4.0,1.0,4.0,0.0,0.0527,0.0,0.0127707,27,Fulham - Brighton & Hove Albion
Jan Paul van Hecke,962012,90.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0600013,27,Fulham - Brighton & Hove Albion
Pervis Estupiñán,805465,90.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0409,0.0,0.217169,27,Fulham - Brighton & Hove Albion
Adam Lallana,17054,59.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0356,0.0,0.469247,27,Fulham - Brighton & Hove Albion
Julio Enciso,973556,45.0,1.0,3.0,0.0,1.0,1.0,0.0,0.1264,0.0,0.0139417,27,Fulham - Brighton & Hove Albion
Evan Ferguson,999231,90.0,1.0,3.0,0.0,1.0,1.0,0.0,0.7645,0.0,0.0783482,27,Fulham - Brighton & Hove Albion
Simon Adingra,1110842,45.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0906887,27,Fulham - Brighton & Hove Albion
Ansu Fati,962883,45.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0648,0.0,0.0675596,27,Fulham - Brighton & Hove Albion
Pascal Groß,48480,31.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0869708,27,Fulham - Brighton & Hove Albion
Facundo Buonanotte,1117025,31.0,0.0,1.0,1.0,1.0,0.0,0.0,0.1824,0.0,0.00920345,27,Fulham - Brighton & Hove Albion
Jakub Moder,886242,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27,Fulham - Brighton & Hove Albion
Bart Verbruggen,994363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Fulham - Brighton & Hove Albion
Valentín Barco,1127057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Fulham - Brighton & Hove Albion
Igor Júlio,842513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Fulham - Brighton & Hove Albion
Danny Welbeck,33902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Fulham - Brighton & Hove Albion
Matz Sels,78152,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Nottingham Forest - Chelsea
Gonzalo Montiel,822933,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0529727,37,Nottingham Forest - Chelsea
Willy Boly,139310,90.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0654,0.0,0.0242995,37,Nottingham Forest - Chelsea
Murillo,1199282,90.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,37,Nottingham Forest - Chelsea
Moussa Niakhaté,758168,86.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.013647,37,Nottingham Forest - Chelsea
Ola Aina,800417,90.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0379,0.0,0.083763,37,Nottingham Forest - Chelsea
Morgan Gibbs-White,865912,90.0,0.0,3.0,1.0,1.0,2.0,0.0,0.3116,2.0,0.173459,37,Nottingham Forest - Chelsea
Ryan Yates,846252,72.0,0.0,5.0,5.0,3.0,1.0,0.0,0.2239,0.0,0.0,37,Nottingham Forest - Chelsea
Danilo,1064039,90.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0275,0.0,0.0424674,37,Nottingham Forest - Chelsea
Callum Hudson-Odoi,867442,86.0,1.0,4.0,2.0,0.0,2.0,1.0,0.1541,0.0,0.59133,37,Nottingham Forest - Chelsea
Chris Wood,50480,90.0,2.0,4.0,0.0,0.0,1.0,0.0,0.8542,0.0,0.0,37,Nottingham Forest - Chelsea
Harry Toffolo,358218,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Nottingham Forest - Chelsea
Anthony Elanga,979232,18.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0088226,37,Nottingham Forest - Chelsea
Nicolás Domínguez,871765,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,37,Nottingham Forest - Chelsea
Taiwo Awoniyi,359664,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Nottingham Forest - Chelsea
Matt Turner,833943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Nottingham Forest - Chelsea
Andrew Omobamidele,983066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Nottingham Forest - Chelsea
Ibrahim Sangaré,843754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Nottingham Forest - Chelsea
Cheikhou Kouyaté,45944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Nottingham Forest - Chelsea
Divock Origi,190399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Nottingham Forest - Chelsea
Đorđe Petrović,882604,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Nottingham Forest - Chelsea
Trevoh Chalobah,826134,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.00997812,37,Nottingham Forest - Chelsea
Thiago Silva,33541,90.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0857,0.0,0.0129916,37,Nottingham Forest - Chelsea
Benoît Badiashile,904827,58.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0306,0.0,0.0,37,Nottingham Forest - Chelsea
Marc Cucurella,794939,90.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0294146,37,Nottingham Forest - Chelsea
Moisés Caicedo,987650,90.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.396107,37,Nottingham Forest - Chelsea
Conor Gallagher,904970,79.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0432,0.0,0.0294933,37,Nottingham Forest - Chelsea
Noni Madueke,966547,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00684593,37,Nottingham Forest - Chelsea
Cole Palmer,982780,90.0,0.0,2.0,0.0,0.0,1.0,0.0,0.313,1.0,0.826939,37,Nottingham Forest - Chelsea
Mykhaylo Mudryk,958966,73.0,1.0,1.0,0.0,1.0,2.0,1.0,0.2093,0.0,0.0624536,37,Nottingham Forest - Chelsea
Nicolas Jackson,1085381,90.0,2.0,2.0,0.0,0.0,1.0,1.0,0.6615,0.0,0.0359633,37,Nottingham Forest - Chelsea
Malo Gusto,996958,32.0,1.0,1.0,0.0,1.0,0.0,0.0,0.092,0.0,0.0131333,37,Nottingham Forest - Chelsea
Christopher Nkunku,769333,32.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0991,0.0,0.0384225,37,Nottingham Forest - Chelsea
Raheem Sterling,138534,17.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0849,0.0,0.279356,37,Nottingham Forest - Chelsea
Reece James,885908,11.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.346419,37,Nottingham Forest - Chelsea
Marcus Bettinelli,257993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Nottingham Forest - Chelsea
Levi Colwill,996911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Nottingham Forest - Chelsea
Axel Disasi,827243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Nottingham Forest - Chelsea
Lesley Ugochukwu,1048916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Nottingham Forest - Chelsea
Cesare Casadei,1016788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Nottingham Forest - Chelsea
Jordan Pickford,138530,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00664692,27,Everton - West Ham United
Ben Godfrey,754698,90.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0491,0.0,0.00881521,27,Everton - West Ham United
James Tarkowski,145188,90.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0239051,27,Everton - West Ham United
Jarrad Branthwaite,979563,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00642756,27,Everton - West Ham United
Vitaliy Mykolenko,876643,90.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0399,0.0,0.0157243,27,Everton - West Ham United
Jack Harrison,829570,80.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.431288,27,Everton - West Ham United
Amadou Onana,923973,90.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0376,0.0,0.0352687,27,Everton - West Ham United
James Garner,927361,90.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0592,1.0,0.357428,27,Everton - West Ham United
Dwight McNeil,935543,89.0,3.0,5.0,0.0,0.0,0.0,0.0,0.6649,0.0,0.26763,27,Everton - West Ham United
Abdoulaye Doucouré,96535,89.0,1.0,1.0,0.0,3.0,0.0,0.0,0.2497,0.0,0.0339728,27,Everton - West Ham United
Beto,987489,74.0,4.0,5.0,0.0,2.0,1.0,1.0,1.3966,0.0,0.0521149,27,Everton - West Ham United
Dominic Calvert-Lewin,372344,16.0,1.0,2.0,0.0,0.0,0.0,0.0,0.1748,0.0,0.0393847,27,Everton - West Ham United
André Gomes,235460,10.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0595,0.0,0.00575291,27,Everton - West Ham United
Youssef Chermiti,1145627,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Everton - West Ham United
Lewis Dobbin,998832,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Everton - West Ham United
João Virgínia,930666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Everton - West Ham United
Séamus Coleman,76632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Everton - West Ham United
Michael Keane,110846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Everton - West Ham United
Nathan Patterson,1020141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Everton - West Ham United
Ashley Young,10589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Everton - West Ham United
Alphonse Aréola,96531,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,27,Everton - West Ham United
Vladimír Coufal,138024,90.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0161627,27,Everton - West Ham United
Konstantinos Mavropanos,829022,90.0,0.0,1.0,4.0,0.0,0.0,0.0,0.1472,0.0,0.0,27,Everton - West Ham United
Kurt Zouma,139227,90.0,1.0,2.0,1.0,2.0,0.0,1.0,0.2891,0.0,0.0,27,Everton - West Ham United
Emerson Palmieri,155997,89.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0613676,27,Everton - West Ham United
Tomáš Souček,799041,90.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0489,0.0,0.0272302,27,Everton - West Ham United
Edson Álvarez,847151,90.0,2.0,2.0,5.0,0.0,1.0,1.0,0.6254,0.0,0.194459,27,Everton - West Ham United
Mohammed Kudus,905163,89.0,1.0,4.0,2.0,0.0,2.0,0.0,0.5411,1.0,0.077819,27,Everton - West Ham United
James Ward-Prowse,161717,66.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.276435,27,Everton - West Ham United
Lucas Paquetá,839981,80.0,0.0,2.0,2.0,1.0,2.0,0.0,0.2216,0.0,0.516187,27,Everton - West Ham United
Jarrod Bowen,552884,90.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.322247,27,Everton - West Ham United
Kalvin Phillips,786028,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Everton - West Ham United
Michail Antonio,47772,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Everton - West Ham United
Ben Johnson,914412,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Everton - West Ham United
Angelo Ogbonna,21164,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Everton - West Ham United
Łukasz Fabiański,15479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Everton - West Ham United
Joseph Anang,970370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Everton - West Ham United
Aaron Cresswell,43443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Everton - West Ham United
Divin Mubama,1167025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Everton - West Ham United
Danny Ings,130181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Everton - West Ham United
Martin Dúbravka,42209,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Kieran Trippier,69256,90.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.147095,21,Newcastle United - Manchester City
Fabian Schär,101882,90.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0557,0.0,0.0,21,Newcastle United - Manchester City
Sven Botman,910046,90.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Dan Burn,99090,90.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.134108,21,Newcastle United - Manchester City
Lewis Miley,1400650,90.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.236461,21,Newcastle United - Manchester City
Bruno Guimarães,866469,90.0,0.0,2.0,5.0,1.0,3.0,0.0,0.1433,1.0,0.20777,21,Newcastle United - Manchester City
Sean Longstaff,866191,90.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Miguel Almirón,333373,90.0,0.0,1.0,4.0,1.0,0.0,0.0,0.1175,0.0,0.0798355,21,Newcastle United - Manchester City
Alexander Isak,823941,90.0,3.0,5.0,0.0,1.0,0.0,1.0,0.8402,0.0,0.0200632,21,Newcastle United - Manchester City
Anthony Gordon,914902,86.0,1.0,3.0,2.0,0.0,1.0,1.0,0.1421,0.0,0.0806568,21,Newcastle United - Manchester City
Lewis Hall,1136730,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Mark Gillespie,108508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Loris Karius,174135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Matt Ritchie,42699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Alex Murphy,1125214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Jamaal Lascelles,153444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Paul Dummett,185995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Emil Krafth,150396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Ben Parkinson,1409087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Ederson,254491,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Kyle Walker,44614,90.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0083,1.0,0.821793,21,Newcastle United - Manchester City
Rúben Dias,318941,90.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0140204,21,Newcastle United - Manchester City
Nathan Aké,149663,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099402,21,Newcastle United - Manchester City
Joško Gvardiol,964994,90.0,0.0,2.0,2.0,1.0,0.0,0.0,0.1614,0.0,0.0373187,21,Newcastle United - Manchester City
Rodri,827606,90.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0347,1.0,0.225459,21,Newcastle United - Manchester City
Mateo Kovačić,136710,90.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0674,0.0,0.127016,21,Newcastle United - Manchester City
Phil Foden,859765,90.0,2.0,6.0,1.0,0.0,1.0,0.0,0.3176,0.0,0.314859,21,Newcastle United - Manchester City
Bernardo Silva,331209,69.0,2.0,3.0,1.0,1.0,0.0,1.0,0.4458,0.0,0.0906167,21,Newcastle United - Manchester City
Jérémy Doku,934386,82.0,0.0,3.0,2.0,0.0,0.0,0.0,0.1859,0.0,0.348433,21,Newcastle United - Manchester City
Julián Álvarez,944656,90.0,3.0,6.0,1.0,0.0,0.0,0.0,0.701,0.0,0.186738,21,Newcastle United - Manchester City
Stefan Ortega,125274,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Kevin De Bruyne,70996,21.0,1.0,2.0,0.0,2.0,0.0,1.0,0.1746,1.0,0.39072,21,Newcastle United - Manchester City
Oscar Bobb,1065216,8.0,1.0,1.0,1.0,0.0,1.0,1.0,0.9046,0.0,0.0151508,21,Newcastle United - Manchester City
Sergio Gómez,855835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Matheus Nunes,945122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Rico Lewis,1136731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Mahamadou Susoho,1156644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Jack Grealish,189061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Kalvin Phillips,786028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Newcastle United - Manchester City
Jordan Pickford,138530,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00844984,21,Everton - Aston Villa
Séamus Coleman,76632,90.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,21,Everton - Aston Villa
James Tarkowski,145188,90.0,0.0,1.0,3.0,1.0,2.0,0.0,0.0903,0.0,0.00761355,21,Everton - Aston Villa
Jarrad Branthwaite,979563,90.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.00753372,21,Everton - Aston Villa
Vitaliy Mykolenko,876643,90.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0374,0.0,0.013575,21,Everton - Aston Villa
Amadou Onana,923973,90.0,0.0,1.0,4.0,2.0,3.0,0.0,0.037,0.0,0.00690376,21,Everton - Aston Villa
James Garner,927361,90.0,1.0,2.0,3.0,0.0,3.0,0.0,0.1893,0.0,0.0526147,21,Everton - Aston Villa
Jack Harrison,829570,90.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0733336,21,Everton - Aston Villa
Abdoulaye Doucouré,96535,90.0,0.0,1.0,4.0,4.0,1.0,0.0,0.0436,0.0,0.00933291,21,Everton - Aston Villa
Arnaut Danjuma,827064,63.0,0.0,3.0,1.0,1.0,0.0,0.0,0.142,0.0,0.179528,21,Everton - Aston Villa
Dominic Calvert-Lewin,372344,63.0,1.0,1.0,1.0,1.0,0.0,0.0,0.6643,0.0,0.0,21,Everton - Aston Villa
Dwight McNeil,935543,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00971563,21,Everton - Aston Villa
Beto,987489,27.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,21,Everton - Aston Villa
João Virgínia,930666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Everton - Aston Villa
Michael Keane,110846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Everton - Aston Villa
Ben Godfrey,754698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Everton - Aston Villa
Nathan Patterson,1020141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Everton - Aston Villa
André Gomes,235460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Everton - Aston Villa
Youssef Chermiti,1145627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Everton - Aston Villa
Lewis Dobbin,998832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Everton - Aston Villa
Emiliano Martínez,158263,90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,21,Everton - Aston Villa
Ezri Konsa,827679,90.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.010655,21,Everton - Aston Villa
Diego Carlos,604232,74.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0133973,21,Everton - Aston Villa
Clément Lenglet,580550,90.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0115453,21,Everton - Aston Villa
Álex Moreno,294593,90.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.180855,21,Everton - Aston Villa
